Unnamed: 0,Classifier,Accuracy,Precision,Recall,F1-score,F1-micro,F1-weight,Brier,AUC,MCC,Type,Dataset
2,SVM-PCA,87.6,85.36,90.8,87.96,87.6,87.59,0.09,0.95,0.75,Individual,Rename Class
3,MLP-PCA,91.94,90.13,94.21,92.09,91.94,91.93,0.06,0.97,0.84,Individual,Rename Class
4,SGD-PCA,85.34,82.89,89.12,85.82,85.34,85.31,0.1,0.94,0.71,Individual,Rename Class
5,NB(B)-PCA,84.26,85.15,82.96,83.97,84.26,84.24,0.13,0.87,0.69,Individual,Rename Class
6,NB(G)-PCA,85.36,81.11,92.24,86.27,85.36,85.29,0.14,0.92,0.72,Individual,Rename Class
7,KNN-PCA,88.84,86.68,91.82,89.15,88.84,88.83,0.09,0.94,0.78,Individual,Rename Class
0,Stack-LR-PCA,91.84,90.78,93.18,91.93,91.84,91.84,0.06,0.97,0.84,Stacking,Rename Class
1,Stack-DT-PCA,85.86,88.18,82.86,85.23,85.86,85.8,0.14,0.86,0.72,Stacking,Rename Class
0,TBStack-LR-PCA,91.19,90.47,92.08,91.25,91.19,91.19,0.07,0.97,0.82,TreeStacking,Rename Class
1,TBStack-DT-PCA,85.84,86.59,84.86,85.69,85.84,85.84,0.14,0.86,0.72,TreeStacking,Rename Class
